kepoi_name,kepler_name,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_kepmag,target
K01435.02,Kepler-300 b,1.0,0,0,0,0,10.44635944,2.434e-05,-2.434e-05,133.27821,0.0018,-0.0018,0.967,0.03,-0.691,2.749,0.122,-0.122,354.2,11.1,-11.1,2.18,0.64,-0.2,812.0,,,102.77,88.97,-27.75,34.4,2.0,5968.0,161.0,-179.0,4.534,0.036,-0.204,0.881,0.26,-0.081,14.201,1
K01436.01,Kepler-301 b,1.0,0,0,0,0,2.508553286,7.668e-06,-7.668e-06,135.0112,0.00236,-0.00236,0.009,0.448,-0.009,2.2664,0.0736,-0.0736,211.6,9.0,-9.0,1.28,0.36,-0.13,1278.0,,,629.8,515.07,-167.5,26.8,1.0,5814.0,139.0,-156.0,4.523,0.05,-0.2,0.881,0.252,-0.084,14.271,1
K01436.02,Kepler-301 d,1.0,0,0,0,0,13.75129636,6.486e-05,-6.486e-05,144.61389,0.00372,-0.00372,0.359,0.092,-0.359,3.853,0.104,-0.104,348.5,15.0,-15.0,1.66,0.47,-0.16,725.0,,,65.24,53.35,-17.35,24.6,2.0,5814.0,139.0,-156.0,4.523,0.05,-0.2,0.881,0.252,-0.084,14.271,1
K01252.01,,0.0,1,0,1,0,0.885747456,6.37e-07,-6.37e-07,134.486834,0.000572,-0.000572,1.205,0.15,-0.082,4.4788,0.0361,-0.0361,895.2,5.5,-5.5,269.98,64.25,-149.9,4958.0,,,142553.16,95669.89,-120265.83,203.6,1.0,5487.0,120.0,-313.0,2.816,0.378,-0.162,10.396,2.474,-5.773,12.686,0
K01253.01,,0.0,0,0,1,0,3.611541977,6.511e-06,-6.511e-06,357.25064,0.00127,-0.00127,1.254,0.827,-0.106,8.6068,0.0642,-0.0642,2972.3,21.4,-21.4,28.07,3.61,-3.25,1005.0,,,240.29,114.47,-77.03,167.1,1.0,5203.0,196.0,-179.0,4.504,0.093,-0.085,0.802,0.103,-0.093,15.736,0
K00156.01,Kepler-114 c,0.68,0,0,0,0,8.041347775,8.915e-06,-8.915e-06,143.038292,0.000916,-0.000916,0.26,0.134,-0.259,2.6332,0.0303,-0.0303,591.0,8.3,-8.3,1.29,0.08,-0.07,507.0,,,15.59,3.41,-2.9,77.5,2.0,3980.0,79.0,-79.0,4.722,0.03,-0.033,0.54,0.033,-0.033,13.738,1
K01254.01,,1.0,0,0,1,0,5.082722475,8.268e-06,-8.268e-06,137.26075,0.00137,-0.00137,0.019,0.309,-0.019,5.9139,0.0494,-0.0494,1974.1,24.5,-24.5,4.4,0.0,0.0,1059.0,,,296.94,0.0,0.0,95.5,1.0,5780.0,,,4.438,,,1.0,,,12.777,0
K01256.01,,0.0,0,1,1,0,9.991625291,5.362e-06,-5.362e-06,137.447816,0.000445,-0.000445,1.256,0.258,-0.119,3.8552,0.0235,-0.0235,3450.5,19.2,-19.2,38.93,10.98,-7.31,907.0,,,160.14,132.5,-66.64,220.3,1.0,5874.0,158.0,-176.0,4.338,0.153,-0.187,1.096,0.309,-0.206,14.039,0
K01314.01,Kepler-815 b,0.997,0,0,0,0,8.57504983,5.684e-05,-5.684e-05,140.14063,0.0054,-0.0054,0.129,0.318,-0.129,8.653,0.151,-0.151,160.6,5.0,-5.0,4.26,0.25,-0.41,1374.0,,,841.68,144.53,-191.93,36.9,1.0,4986.0,60.0,-67.0,3.462,0.011,-0.008,3.464,0.197,-0.337,13.242,1
K01316.01,Kepler-1743 b,0.997,0,0,0,0,7.64970832,4.366e-05,-4.366e-05,138.33113,0.00477,-0.00477,0.898,0.021,-0.658,6.625,0.11,-0.11,55.4,2.0,-2.0,1.43,0.23,-0.31,1144.0,,,404.99,178.19,-176.31,28.5,1.0,5855.0,105.0,-117.0,4.125,0.168,-0.112,1.613,0.255,-0.351,11.926,1
K00157.06,Kepler-11 b,1.0,0,0,0,0,10.30401132,1.835e-05,-1.835e-05,138.50377,0.00145,-0.00145,0.017,0.363,-0.017,4.2246,0.0419,-0.0419,316.1,6.0,-6.0,1.84,0.12,-0.12,849.0,,,122.98,28.0,-22.94,53.8,6.0,5657.0,113.0,-101.0,4.364,0.055,-0.045,1.046,0.068,-0.068,13.709,1
K01317.01,,0.0,0,1,0,0,2.171827838,7.52e-07,-7.52e-07,355.083686,0.000251,-0.000251,1.323,2.303,-0.28,3.2205,0.0225,-0.0225,42086.0,176.0,-176.0,58.56,16.17,-6.44,1311.0,,,698.31,596.12,-214.49,300.6,1.0,5650.0,186.0,-186.0,4.513,0.048,-0.192,0.891,0.246,-0.098,15.58,0
K01369.01,Kepler-1745 b,1.0,0,0,0,0,3.016182013,9.751e-06,-9.751e-06,133.88395,0.00266,-0.00266,0.732,0.182,-0.491,2.8349,0.0793,-0.0793,222.5,8.1,-8.1,2.25,0.37,-0.45,1449.0,,,1044.49,459.93,-414.44,31.9,1.0,5611.0,84.0,-75.0,4.144,0.195,-0.105,1.4,0.231,-0.283,14.878,1
K01370.01,Kepler-829 b,0.995,0,0,0,0,6.8833761,1.817e-05,-1.817e-05,135.26522,0.00219,-0.00219,0.075,0.379,-0.075,2.2702,0.0718,-0.0718,458.4,18.8,-18.8,1.69,0.45,-0.13,857.0,,,127.67,97.85,-31.12,28.1,1.0,5679.0,152.0,-152.0,4.581,0.04,-0.16,0.794,0.207,-0.065,14.931,1
K01371.01,,0.0,0,1,1,0,0.833980196,1.072e-06,-1.072e-06,133.68304,0.00135,-0.00135,0.547,0.203,-0.546,1.756,0.279,-0.279,261.2,9.4,-9.4,1.45,0.43,-0.14,1816.0,,,2562.78,2206.58,-713.31,56.9,1.0,5747.0,154.0,-171.0,4.53,0.048,-0.192,0.871,0.256,-0.085,14.657,0
K01372.01,,,1,0,0,0,69.62754202,,,176.3098622,,,,,,11.07,,,,,,,,,,,,,,,,,,,,,,,,,,15.384,0
K01373.01,,0.0,0,0,1,1,1.926353494,4.803e-06,-4.803e-06,133.68077,0.00219,-0.00219,0.767,0.168,-0.496,2.5305,0.0698,-0.0698,185.1,6.0,-6.0,1.33,0.37,-0.15,1484.0,,,1146.34,917.76,-354.23,36.9,1.0,6063.0,163.0,-181.0,4.481,0.081,-0.189,0.899,0.245,-0.105,14.618,0
K01374.01,,0.0,0,0,1,1,0.890737359,1.376e-06,-1.376e-06,134.56707,0.00137,-0.00137,1.146,1.953,-0.099,1.9257,0.076,-0.076,195.8,6.3,-6.3,20.57,5.89,-4.42,2022.0,,,3948.43,3324.47,-1793.44,37.7,1.0,5687.0,154.0,-171.0,4.293,0.18,-0.18,1.169,0.335,-0.251,14.624,0
K01436.03,Kepler-301 c,0.98,0,0,0,0,5.41908491,2.176e-05,-2.176e-05,131.6422,0.00325,-0.00325,0.536,0.396,-0.33,2.3379,0.0867,-0.0867,231.0,12.4,-12.4,1.38,0.39,-0.13,989.0,,,225.71,184.59,-60.03,20.2,3.0,5814.0,139.0,-156.0,4.523,0.05,-0.2,0.881,0.252,-0.084,14.271,1
K01437.01,Kepler-1751 b,1.0,0,0,0,0,7.01733571,5.169e-05,-5.169e-05,133.90592,0.00577,-0.00577,0.581,0.021,-0.475,3.567,0.18,-0.18,255.5,18.2,-18.2,1.61,0.5,-0.2,984.0,,,221.46,204.04,-73.17,15.5,1.0,6052.0,163.0,-199.0,4.456,0.07,-0.21,0.967,0.304,-0.121,15.28,1
K01438.01,Kepler-848 b,1.0,0,0,0,0,6.91134223,2.477e-05,-2.477e-05,136.64878,0.00272,-0.00272,0.259,0.175,-0.259,5.6743,0.0788,-0.0788,201.7,5.2,-5.2,1.9,0.35,-0.37,1086.0,,,328.65,166.16,-131.7,44.0,1.0,5685.0,114.0,-103.0,4.194,0.162,-0.108,1.35,0.242,-0.266,14.056,1
K01439.01,Kepler-849 b,1.0,0,0,0,0,394.6249514,0.0008171,-0.0008171,177.84534,0.00154,-0.00154,0.336,0.092,-0.229,24.108,0.107,-0.107,2013.3,10.1,-10.1,7.79,1.27,-1.9,325.0,,,2.65,1.2,-1.26,234.6,1.0,5910.0,107.0,-119.0,04.03,0.196,-0.084,1.727,0.281,-0.422,12.849,1
K01440.01,Kepler-850 b,0.996,0,0,0,0,7.19304935,3.6e-05,-3.6e-05,136.05065,0.00422,-0.00422,0.017,0.396,-0.017,3.407,0.108,-0.108,255.3,15.5,-15.5,1.59,0.49,-0.17,995.0,,,232.36,212.37,-70.37,19.0,1.0,6185.0,174.0,-218.0,4.472,0.05,-0.2,0.991,0.306,-0.102,15.451,1
K01257.01,Kepler-420 b,0.117,0,0,0,0,86.64764448,4.403e-05,-4.403e-05,173.794641,0.000408,-0.000408,0.0,0.196,0.0,4.2326,0.0174,-0.0174,7311.6,35.2,-35.2,9.4,1.33,-1.33,419.0,,,7.28,2.73,-2.22,241.9,1.0,5522.0,75.0,-83.0,4.323,0.132,-0.108,1.12,0.158,-0.158,14.651,1
K01258.01,Kepler-281 c,0.997,0,0,0,0,36.33750453,7.262e-05,-7.262e-05,160.39806,0.00158,-0.00158,0.825,0.019,-0.069,07.06,0.161,-0.161,2828.4,32.5,-32.5,5.3,1.38,-0.46,513.0,,,16.36,12.57,-4.3,96.8,1.0,5717.0,156.0,-173.0,4.538,0.044,-0.187,0.884,0.23,-0.077,15.773,1
K01258.02,Kepler-281 b,1.0,0,0,0,0,14.64613058,7.959e-05,-7.959e-05,136.5227,0.0044,-0.0044,0.561,0.353,-0.358,5.688,0.135,-0.135,593.5,21.5,-21.5,2.22,0.58,-0.19,694.0,,,54.95,42.24,-14.45,30.0,2.0,5717.0,156.0,-173.0,4.538,0.044,-0.187,0.884,0.23,-0.077,15.773,1
K01258.03,Kepler-281 d,0.96,0,0,0,0,148.272013,0.0008254,-0.0008254,138.00557,0.00469,-0.00469,0.883,0.069,-0.612,4.192,0.174,-0.174,1707.4,84.9,-84.9,4.3,1.12,-0.38,321.0,,,2.51,1.93,-0.66,21.8,3.0,5717.0,156.0,-173.0,4.538,0.044,-0.187,0.884,0.23,-0.077,15.773,1
K01259.01,,0.0,0,1,1,1,1.506507172,2.45e-06,-2.45e-06,178.18515,0.00131,-0.00131,1.226,0.776,-0.037,4.5346,0.0719,-0.0719,880.9,12.0,-12.0,13.4,0.79,-0.99,801.0,,,97.56,18.93,-19.63,86.7,1.0,3755.0,59.0,-66.0,4.774,0.042,-0.025,0.473,0.028,-0.035,15.591,0
K01318.01,,0.0,0,1,0,0,1.634614356,4.44e-07,-4.44e-07,133.96855,0.000224,-0.000224,1.229,0.062,-0.054,3.4422,0.0153,-0.0153,19762.0,66.0,-66.0,44.22,14.41,-4.79,1611.0,,,1597.73,1577.83,-494.27,376.5,1.0,6121.0,191.0,-212.0,4.468,0.054,-0.216,0.97,0.316,-0.105,15.31,0
K01319.01,,0.002,0,1,0,0,16.025018977,8.5e-06,-8.5e-06,367.693328,0.000328,-0.000328,13.239,66.18,-10.17,3.8828,0.015,-0.015,29090.0,132.0,-132.0,1069.01,277.8,-92.14,657.0,,,44.01,35.5,-11.86,257.8,1.0,5776.0,190.0,-190.0,4.582,0.042,-0.168,0.789,0.205,-0.068,15.484,0
K01320.01,Kepler-816 b,1.0,0,0,0,0,10.50682978,3.682e-06,-3.682e-06,360.082152,0.00025,-0.00025,0.407,0.074,-0.178,3.7769,0.0353,-0.0353,13356.0,45.2,-45.2,09.01,1.2,-0.7,668.0,,,47.21,22.62,-12.56,343.4,1.0,5127.0,185.0,-185.0,4.589,0.03,-0.09,0.782,0.104,-0.061,15.95,1
K01321.01,,0.0,0,1,0,0,0.711966971,1.12e-07,-1.12e-07,134.223486,0.00013,-0.00013,1.268,0.591,-0.066,2.0221,0.00774,-0.00774,6227.5,19.4,-19.4,33.34,6.95,-4.66,1855.0,,,2808.98,1855.16,-965.16,392.2,1.0,5486.0,179.0,-162.0,4.47,0.13,-0.159,0.83,0.173,-0.116,15.469,0
K01322.01,,0.0,0,1,1,1,17.72724392,1.399e-05,-1.399e-05,356.795528,0.000589,-0.000589,0.825,0.009,-0.011,4.1073,0.0404,-0.0404,16878.0,249.0,-249.0,14.77,4.91,-1.65,741.0,,,71.06,72.08,-23.16,109.7,1.0,6181.0,197.0,-240.0,4.464,0.056,-0.224,1.006,0.335,-0.112,15.073,0
K01375.01,Kepler-1746 b,0.677,0,0,0,0,321.2124365,0.0004036,-0.0004036,206.930556,0.000994,-0.000994,0.873,0.035,-0.581,4.012,0.165,-0.165,2358.6,33.2,-33.2,7.25,1.16,-1.17,310.0,,,2.17,1.0,-0.76,81.7,1.0,6018.0,120.0,-120.0,4.257,0.137,-0.112,1.286,0.207,-0.207,13.709,1
K01376.01,,0.0,0,0,1,0,7.13895376,3.329e-05,-3.329e-05,184.24569,0.00399,-0.00399,1.199,6.713,-0.015,4.568,0.201,-0.201,254.2,9.3,-9.3,49.96,11.16,-20.71,1622.0,,,1635.0,1135.48,-1162.96,32.9,1.0,7131.0,225.0,-300.0,3.913,0.367,-0.122,2.145,0.479,-0.889,13.997,0
K00164.01,,0.0,0,1,1,1,4.4645454,1.377e-05,-1.377e-05,132.31538,0.00274,-0.00274,0.808,0.139,-0.565,2.8823,0.0781,-0.0781,194.3,6.1,-6.1,03.07,0.75,-1.37,1601.0,,,1555.36,1163.05,-1139.8,37.6,1.0,6093.0,195.0,-195.0,3.91,0.443,-0.118,1.985,0.479,-0.89,13.51,0
K01377.01,Kepler-830 b,0.999,0,0,0,0,11.29689442,6.912e-05,-6.912e-05,134.57233,0.0053,-0.0053,0.634,0.274,-0.41,4.623,0.149,-0.149,198.5,10.9,-10.9,1.74,0.28,-0.15,907.0,,,160.18,67.36,-33.88,20.9,1.0,6096.0,79.0,-85.0,4.358,0.063,-0.117,1.176,0.19,-0.102,14.788,1
K01378.01,,0.49,0,0,1,0,19.30112039,7.405e-05,-7.405e-05,133.35614,0.00366,-0.00366,0.862,0.058,-0.577,6.0752,0.0887,-0.0887,232.3,5.4,-5.4,1.66,0.21,-0.2,669.0,,,47.49,18.09,-13.1,45.0,1.0,5687.0,114.0,-102.0,4.408,0.11,-0.099,0.943,0.122,-0.111,13.601,0
K00019.01,,0.0,0,1,0,0,1.20320092,2.96e-07,-2.96e-07,133.929836,0.000204,-0.000204,1.274,3.088,-0.042,1.9197,0.0108,-0.0108,2807.1,13.5,-13.5,49.25,8.83,-8.84,2124.0,,,4809.16,2430.0,-1846.8,250.8,1.0,6218.0,124.0,-137.0,4.198,0.162,-0.108,1.349,0.242,-0.242,11.374,0
K00171.01,Kepler-116 b,1.0,0,0,0,0,5.968724048,6.037e-06,-6.037e-06,137.158607,0.000811,-0.000811,0.166,0.263,-0.166,3.651,0.029,-0.029,510.6,5.3,-5.3,3.26,0.58,-0.58,1251.0,,,579.9,299.63,-219.39,107.1,1.0,6122.0,136.0,-124.0,4.173,0.168,-0.112,1.439,0.257,-0.257,13.717,1
K01449.01,,0.0,0,1,0,0,10.980246199,6.93e-07,-6.93e-07,137.1376073,5.29e-05,-5.29e-05,0.733,0.001,-0.001,3.74464,0.0034,-0.0034,50078.0,44.7,-44.7,21.94,5.82,-2.91,821.0,,,107.47,83.74,-34.92,1555.4,1.0,5952.0,159.0,-159.0,4.462,0.098,-0.182,0.897,0.238,-0.119,14.212,0
K01450.01,Kepler-854 b,0.041,0,1,0,0,2.144632238,1.266e-06,-1.266e-06,133.984128,0.000482,-0.000482,1.228,0.059,-0.048,6.2701,0.0362,-0.0362,19837.0,76.9,-76.9,59.19,17.96,-11.97,1736.0,,,2146.82,1923.32,-961.12,334.8,1.0,6296.0,175.0,-219.0,4.24,0.18,-0.18,1.305,0.396,-0.264,13.48,1
K01451.01,,0.0,0,1,0,0,27.32204488,1.164e-06,-1.164e-06,159.7472774,3.35e-05,-3.35e-05,0.257,0.003,-0.004,5.6716,0.00279,-0.00279,77474.0,25.7,-25.7,21.58,4.72,-1.91,531.0,,,18.81,12.28,-4.79,3622.7,1.0,5620.0,152.0,-152.0,4.592,0.036,-0.135,0.772,0.169,-0.068,13.552,0
K01452.01,,0.0,0,1,0,0,1.152216965,7.84e-07,-7.84e-07,133.277861,0.000559,-0.000559,0.811,0.025,-0.054,2.2245,0.0755,-0.0755,12072.0,167.0,-167.0,187.73,50.85,-50.86,5283.0,,,183811.71,174589.84,-139795.71,104.5,1.0,5560.0,268.0,-1005.0,2.619,0.075,-0.225,15.113,4.094,-4.094,13.63,0
K01260.01,,0.0,0,1,1,1,5.2972293,2.481e-05,-2.481e-05,177.95111,0.00379,-0.00379,0.022,6.829,-0.007,3.799,0.474,-0.474,1210.5,61.0,-61.0,47.7,10.56,-10.57,2867.0,,,15961.1,9804.73,-7214.03,31.8,1.0,4631.0,92.0,-115.0,2.386,0.03,-0.03,14.296,3.167,-3.167,13.85,0
K01261.01,Kepler-799 b,1.0,0,0,0,0,133.460999,0.0002571,-0.0002571,216.04334,0.00138,-0.00138,0.249,0.043,-0.249,11.4997,0.0691,-0.0691,5032.9,32.4,-32.4,11.21,1.72,-2.59,433.0,,,8.29,3.42,-3.64,162.3,1.0,5588.0,83.0,-75.0,4.047,0.203,-0.087,1.593,0.245,-0.368,15.12,1
K00156.02,Kepler-114 b,0.992,0,0,0,0,5.188563677,6.366e-06,-6.366e-06,145.362252,0.000992,-0.000992,0.179,0.209,-0.179,2.3683,0.0297,-0.0297,358.7,7.0,-7.0,1.0,0.07,-0.06,586.0,,,27.95,6.1,-5.21,56.4,3.0,3980.0,79.0,-79.0,4.722,0.03,-0.033,0.54,0.033,-0.033,13.738,1
K01261.02,Kepler-799 c,0.988,0,0,0,0,15.19423359,8.343e-05,-8.343e-05,142.73422,0.00458,-0.00458,0.906,0.054,-0.611,3.106,0.125,-0.125,367.8,22.5,-22.5,3.69,0.57,-0.85,893.0,,,150.25,61.93,-66.07,18.1,2.0,5588.0,83.0,-75.0,4.047,0.203,-0.087,1.593,0.245,-0.368,15.12,1
K01262.01,,0.0,0,0,1,1,14.17098745,2.115e-05,-2.115e-05,359.82956,0.00106,-0.00106,0.041,0.353,-0.041,3.4804,0.0422,-0.0422,3070.8,37.9,-37.9,4.19,0.52,-0.39,608.0,,,32.22,14.57,-9.29,93.6,1.0,5107.0,179.0,-179.0,4.565,0.044,-0.072,0.777,0.097,-0.073,15.379,0
K01263.01,,0.0,0,1,1,1,31.9734169,0.000203,-0.000203,133.86598,0.00547,-0.00547,1.24,35.62,-0.119,13.262,0.228,-0.228,1414.4,26.0,-26.0,24.1,2.15,-1.59,442.0,,,09.01,03.02,-2.05,62.5,1.0,4931.0,148.0,-148.0,4.595,0.024,-0.064,0.774,0.069,-0.051,15.527,0
K01323.01,Kepler-817 b,1.0,0,0,0,0,3.990105908,1.431e-06,-1.431e-06,355.840837,0.000252,-0.000252,0.582,0.057,-0.329,2.4108,0.0414,-0.0414,6154.9,32.5,-32.5,7.45,2.18,-0.73,1124.0,,,378.53,327.65,-114.98,247.8,1.0,5926.0,166.0,-228.0,4.519,0.048,-0.192,0.913,0.267,-0.089,15.572,1
K01324.01,,0.0,0,1,1,0,0.52205862,2.01e-07,-2.01e-07,133.138446,0.000321,-0.000321,1.24,0.447,-0.053,2.0847,0.0194,-0.0194,1381.3,10.1,-10.1,27.16,5.14,-3.15,2022.0,,,3951.57,2406.38,-1217.26,169.0,1.0,5359.0,176.0,-160.0,4.478,0.092,-0.138,0.878,0.166,-0.102,15.636,0
K01325.01,Kepler-818 b,1.0,0,0,0,0,10.035381809,6.475e-06,-6.475e-06,137.471481,0.00054,-0.00054,0.079,0.284,-0.079,3.4062,0.0265,-0.0265,2829.7,21.7,-21.7,4.42,1.13,-0.38,786.0,,,90.33,68.12,-23.39,150.9,1.0,5813.0,157.0,-174.0,4.561,0.042,-0.168,0.833,0.213,-0.071,15.062,1
K01326.01,,0.0,0,1,0,0,53.100942624,3.217e-06,-3.217e-06,135.9717179,4.92e-05,-4.92e-05,0.988,0.039,-0.025,2.2868,0.00566,-0.00566,19981.0,25.2,-25.2,24.02,2.89,-2.89,464.0,,,10.93,3.91,-3.06,1108.5,1.0,5465.0,109.0,-98.0,4.396,0.126,-0.084,0.973,0.117,-0.117,12.907,0
K00158.01,,0.0,0,0,1,1,5.80181368,1.86e-05,-1.86e-05,137.57807,0.00274,-0.00274,0.967,0.07,-0.745,4.119,0.156,-0.156,269.6,8.4,-8.4,4.52,0.97,-2.28,1491.0,,,1168.82,779.46,-914.73,35.3,1.0,6020.0,183.0,-183.0,3.86,0.512,-0.128,2.097,0.453,-1.057,13.752,0
K01327.01,,0.0,0,1,1,1,15.6402515,0.0001836,-0.0001836,359.07991,0.00992,-0.00992,1.167,70.14,-0.084,6.222,0.388,-0.388,800.3,49.5,-49.5,18.11,2.85,-2.32,640.0,,,39.55,21.99,-13.45,19.3,1.0,5346.0,204.0,-185.0,4.491,0.105,-0.115,0.826,0.13,-0.106,15.908,0
K01378.02,,0.0,0,0,1,0,0.691666384,2.562e-06,-2.562e-06,135.94927,0.00332,-0.00332,0.552,0.008,-0.492,1.9603,0.0935,-0.0935,35.6,2.0,-2.0,0.58,0.08,-0.07,2031.0,,,4014.57,1529.05,-1107.72,20.8,2.0,5687.0,114.0,-102.0,4.408,0.11,-0.099,0.943,0.122,-0.111,13.601,0
K01379.01,Kepler-831 b,1.0,0,0,0,0,5.62154315,1.27e-05,-1.27e-05,136.89013,0.00186,-0.00186,0.742,0.18,-0.503,2.4143,0.0514,-0.0514,172.3,5.7,-5.7,1.37,0.17,-0.12,992.0,,,229.04,84.49,-52.64,35.3,1.0,5637.0,101.0,-112.0,4.439,0.076,-0.104,0.96,0.124,-0.083,13.687,1
K01380.01,,0.0,0,1,1,1,1.074106954,1.82e-06,-1.82e-06,133.84323,0.00136,-0.00136,0.122,0.265,-0.121,1.9797,0.0519,-0.0519,64.5,1.6,-1.6,0.52,0.04,-0.01,1255.0,,,588.96,140.76,-74.51,48.5,1.0,4699.0,75.0,-84.0,4.637,0.01,-0.045,0.676,0.053,-0.021,11.748,0
K01381.01,,0.005,0,1,0,0,5.117401517,1.483e-06,-1.483e-06,134.586518,0.000239,-0.000239,0.683,0.008,-0.003,4.3056,0.0151,-0.0151,62929.0,200.0,-200.0,28.41,9.19,-3.08,1130.0,,,385.51,368.3,-123.29,456.6,1.0,6161.0,171.0,-236.0,4.454,0.054,-0.216,1.053,0.341,-0.114,15.764,0
K01382.01,,0.085,0,1,0,0,4.20233673,1.9e-06,-1.9e-06,179.533899,0.000373,-0.000373,0.004,0.208,-0.004,3.6973,0.0213,-0.0213,45982.0,218.0,-218.0,23.53,7.71,-3.31,1246.0,,,570.87,566.99,-215.69,258.8,1.0,6185.0,194.0,-259.0,4.396,0.072,-0.217,1.094,0.358,-0.154,15.653,0
K01441.01,Kepler-851 b,0.986,0,0,0,0,8.50698069,3.609e-05,-3.609e-05,134.64421,0.00354,-0.00354,0.816,0.138,-0.559,2.938,0.109,-0.109,295.5,16.5,-16.5,1.9,0.53,-0.29,900.0,,,155.42,127.78,-57.25,20.7,1.0,5822.0,157.0,-192.0,4.428,0.087,-0.188,0.986,0.276,-0.148,15.135,1
K00170.01,,0.0,0,1,1,1,15.60865244,6.138e-05,-6.138e-05,144.29934,0.00308,-0.00308,0.985,0.159,-0.013,6.26,0.2,-0.2,311.4,8.9,-8.9,6.17,0.97,-2.25,1419.0,,,958.55,470.58,-635.2,46.9,1.0,8014.0,221.0,-347.0,3.94,0.266,-0.114,2.43,0.38,-0.888,13.376,0
K01442.01,Kepler-407 b,1.0,0,0,0,0,0.669310092,5.87e-07,-5.87e-07,134.131388,0.000727,-0.000727,0.157,0.272,-0.157,1.6274,0.0254,-0.0254,131.8,2.1,-2.1,1.13,0.16,-0.09,1983.0,,,3643.96,1449.66,-796.61,75.3,1.0,5475.0,109.0,-109.0,4.426,0.076,-0.104,1.003,0.137,-0.08,12.521,1
K01443.01,,0.0,0,1,1,0,4.494498254,7.267e-06,-7.267e-06,134.77583,0.00133,-0.00133,1.149,34.9,-0.322,1.9742,0.0731,-0.0731,248.2,7.7,-7.7,62.11,11.11,-19.07,1667.0,,,1824.84,966.53,-1074.79,39.3,1.0,5117.0,124.0,-195.0,3.578,0.222,-0.148,3.403,0.609,-1.045,12.786,0
K01444.01,Kepler-852 b,0.979,0,0,0,0,44.9306706,0.0002611,-0.0002611,140.2077,0.00417,-0.00417,0.481,0.438,-0.276,6.539,0.123,-0.123,438.4,14.8,-14.8,2.49,0.44,-0.15,565.0,,,24.17,11.53,-4.75,33.8,1.0,6121.0,97.0,-146.0,4.397,0.032,-0.128,1.164,0.207,-0.069,13.949,1
K01264.01,Kepler-800 b,1.0,0,0,0,0,14.13175309,4.462e-05,-4.462e-05,142.26044,0.0026,-0.0026,0.848,0.015,-0.585,4.0136,0.0822,-0.0822,1033.0,29.7,-29.7,03.02,0.76,-0.25,675.0,,,49.18,37.58,-12.66,40.1,1.0,5616.0,169.0,-169.0,4.564,0.031,-0.168,0.822,0.207,-0.069,15.762,1
K01265.01,,0.0,0,1,1,1,1.061934816,1.441e-06,-1.441e-06,133.84801,0.00116,-0.00116,1.25,0.699,-0.171,3.2551,0.0625,-0.0625,437.2,7.3,-7.3,25.72,6.35,-2.13,1660.0,,,1789.63,1309.54,-457.73,74.5,1.0,5730.0,156.0,-173.0,4.545,0.042,-0.168,0.87,0.215,-0.072,15.062,0
K01266.01,Kepler-801 b,1.0,0,0,0,0,11.41926141,2.322e-05,-2.322e-05,137.66894,0.00166,-0.00166,0.242,0.182,-0.242,3.9908,0.0545,-0.0545,915.6,18.1,-18.1,1.48,0.16,-0.23,419.0,,,7.32,3.38,-2.98,58.0,1.0,3823.0,167.0,-184.0,4.765,0.077,-0.056,0.492,0.054,-0.074,15.314,1
K01267.01,,0.0,0,1,1,0,5.93821065,1.41e-05,-1.41e-05,136.52839,0.00182,-0.00182,1.646,31.19,-0.153,2.5128,0.0954,-0.0954,522.5,18.5,-18.5,61.63,17.19,-5.73,996.0,,,231.93,189.66,-64.85,33.6,1.0,6123.0,164.0,-200.0,4.545,0.036,-0.204,0.85,0.237,-0.079,14.423,0
K01269.01,,0.0,0,1,1,0,0.655001616,3.4e-07,-3.4e-07,133.176794,0.000418,-0.000418,1.121,0.372,-0.064,1.8136,0.0253,-0.0253,271.2,3.2,-3.2,31.77,6.82,-10.24,3162.0,,,23595.49,15137.86,-13993.02,104.5,1.0,6426.0,173.0,-192.0,3.965,0.266,-0.114,2.089,0.449,-0.673,13.371,0
K01329.01,Kepler-819 b,0.995,0,0,0,0,33.1996355,0.0001397,-0.0001397,153.66086,0.00355,-0.00355,0.017,0.44,-0.017,5.022,0.116,-0.116,1112.5,39.9,-39.9,2.85,0.15,-0.25,485.0,,,13.09,2.39,-2.89,32.6,1.0,5102.0,76.0,-84.0,4.463,0.091,-0.039,0.88,0.049,-0.077,15.03,1
K01330.01,,0.0,0,1,1,1,8.65306587,2.809e-05,-2.809e-05,134.30886,0.00284,-0.00284,1.222,44.23,-0.088,4.486,0.146,-0.146,1048.1,29.2,-29.2,19.78,1.43,-1.74,633.0,,,37.94,11.13,-9.64,43.0,1.0,4641.0,139.0,-125.0,4.589,0.054,-0.027,0.694,0.05,-0.061,15.703,0
